short_name,guitar_easy,guitar_medium,guitar_hard,guitar_expert,bass_easy,bass_medium,bass_hard,bass_expert,drums_easy,drums_medium,drums_hard,drums_expert,guitar_base_easy,guitar_base_medium,guitar_base_hard,guitar_base_expert,bass_base_easy,bass_base_medium,bass_base_hard,bass_base_expert,drums_base_easy,drums_base_medium,drums_base_hard,drums_base_expert,drums_allfills_easy,drums_allfills_medium,drums_allfills_hard,drums_allfills_expert,percussion_hits,nonpercussion_phrases,length
today,257,347,502,618,241,343,493,634,546,779,1061,1273,6701,14108,18314,21713,6073,8623,12373,15898,13650,19475,26525,31825,11975,17250,23225,26950,0,37,208.216846
tomsawyer,267,348,522,584,268,392,508,515,938,1242,1583,2088,8395,11687,18650,21220,8404,11426,14577,14817,23650,31250,39825,52525,19775,26075,32700,43825,123,31,288.9227755
tomsawyer2,209,375,533,714,182,318,415,507,818,1176,1534,2269,6426,11243,19573,25483,5375,8778,11704,14004,20450,29400,38350,56725,17600,25025,31800,47625,211,29,289.73773425
tonightimgonna,187,315,390,596,187,315,340,483,466,632,800,1028,5871,10719,15689,20964,4796,7996,9292,12867,11725,15925,20150,25850,9750,13125,16350,20150,0,23,163.546744619
toomuchtimeonmyhands,162,280,498,630,269,510,799,885,743,1094,1529,1804,6895,13667,19553,23151,6767,12792,20068,22218,18575,27350,38225,45100,14725,21775,30375,35400,24,45,262.220955581
tornadoofsouls,448,751,1109,1766,387,708,910,1440,982,1417,1917,2385,12633,25763,35543,53274,10587,18822,23974,38106,24550,35425,47925,59625,20225,29400,38325,47425,0,52,321.077332458
towncalledmalice,232,358,488,614,270,451,567,639,566,900,1107,1213,7310,16768,22042,30344,7620,12271,15429,17859,14150,22500,27675,30325,10875,17525,20850,22175,0,45,180.035056
toxicity,251,372,610,985,217,414,659,995,552,968,1357,1650,6275,11425,19175,30915,5425,10350,16475,24875,13800,24200,33925,41250,10050,17825,25600,31375,82,28,225.435564
traininvain,299,348,362,398,256,343,410,480,669,1101,1222,1343,8360,14786,15277,17500,6682,9061,10880,12630,16725,27525,30550,33575,12850,21375,23550,25950,38,37,198.337499
trainkeptarollin,508,649,936,1161,408,687,944,976,1090,1492,1818,2229,16251,19956,27174,33619,11424,18447,24908,26788,27275,37350,45500,56750,22475,31125,36925,46350,183,46,336.321585335
trainkeptarollin_short,360,463,648,744,270,472,614,641,723,1000,1236,1509,11029,13740,18425,21600,7674,12766,16319,17819,18075,25000,30900,37725,14900,21000,25275,30775,58,46,239.311946
transmaniaconmc,258,369,713,774,252,458,584,804,531,805,1318,1977,7296,11931,23383,25985,6426,11576,14753,20909,13275,20125,32950,49425,10725,16500,26400,37900,0,37,203.491828
treatmelikeyourmother,236,366,478,599,211,319,413,503,707,1001,1337,1614,7677,11055,14456,17378,6847,9675,12409,14953,17675,25025,33425,40350,14325,19925,26625,32000,0,63,255.466186
tribute,228,362,689,1019,132,200,295,457,384,602,759,871,6051,13341,24407,35483,3777,5477,8359,12620,9600,15050,18975,21775,7625,12250,14775,17100,0,52,245.427696415
troublemaker,179,354,540,600,99,195,259,305,360,517,892,1006,4475,13636,22836,29310,2499,4899,6499,8018,9000,12925,22300,25150,6925,9850,17050,19325,0,42,167.131328317
truckin,530,558,1107,1154,623,623,884,993,839,1167,2259,3114,14774,20857,37109,42790,16868,17433,24006,26381,20975,29175,56475,77850,16350,22575,43650,60350,0,52,304.01162925
truthhitseverybody,264,285,515,515,314,451,670,725,601,825,1173,1558,7907,13947,25496,26650,8294,12305,18051,19571,15025,20625,29325,38950,11875,16225,22575,30150,30,40,174.162234
tuttoepossibile,355,463,610,698,339,525,775,831,654,1003,1215,1459,9223,15943,22611,26535,8583,13233,19489,20889,16350,25075,30375,36475,14700,22250,26525,31925,0,43,205.6411
twoprinces,202,387,555,1064,203,384,559,987,753,1173,1667,2435,5472,16761,23888,38269,5333,9904,14338,25038,18825,29325,41675,60875,15100,23175,32700,48350,0,51,268.237953833
twoweeks,402,615,956,1689,303,412,527,850,643,1037,1351,1679,10860,16185,26326,44586,10257,12982,17048,25108,16075,25925,33775,41975,12400,19975,25525,31200,105,54,257.151368
typical,256,438,744,968,190,360,748,918,584,914,1274,1790,6616,16184,28767,36992,5041,9321,19093,23328,14600,22850,31850,44750,12175,18300,24400,33650,0,47,253.183852
unclejohnsband,284,500,659,891,296,470,676,773,667,896,1455,1693,7340,19861,27053,39022,8438,13284,18929,21351,16675,22400,36375,42325,14025,18550,30100,35100,0,56,285.436062625
uncontrollableurge,285,508,846,908,268,460,824,847,523,835,1065,1666,7125,16041,33022,37412,7408,12292,22538,23308,13075,20875,26625,41650,9725,15925,20300,30850,38,26,192.569756
undermywheelslive,222,375,634,1002,203,347,588,777,518,756,1175,1615,6055,12188,23775,36787,5864,9542,15905,21419,13025,19050,29525,40575,10700,15550,23850,32225,0,37,213.23232
underneathitall,270,384,469,572,232,443,585,633,614,928,1613,1843,7680,12012,19143,22067,6106,11837,15417,17217,15350,23200,40325,46075,11650,18100,31525,35225,0,71,286.96603
underpressure,155,227,340,416,239,376,591,691,732,1051,1164,1331,4931,10422,14668,18879,6281,9766,15643,18167,18300,26275,29100,33275,15925,22275,24575,28200,0,44,237.2004745
underthebridge,231,421,544,681,132,286,374,388,478,737,858,976,6564,16109,24543,29149,3720,7750,10142,10770,11950,18425,21450,24400,9475,14600,16750,18925,0,57,271.014518
undone,362,578,734,886,337,506,673,751,665,1013,1178,1402,9233,19558,25799,34053,8497,12722,16897,18847,16625,25325,29450,35050,13200,19825,22725,27250,0,60,289.796576
unthoughtknown,199,350,548,661,124,233,404,505,498,684,931,1073,6271,17591,27608,34736,3229,5954,10418,12938,12450,17100,23275,26825,10200,13725,18400,20625,0,43,249.477344
upinarms,172,337,437,529,165,253,446,546,380,550,756,933,4660,8824,20382,23182,4371,6599,11532,14029,9500,13750,18900,23325,7750,11225,14950,17825,0,27,141.387273
upthebeach,84,145,183,213,229,324,448,456,225,350,495,644,4655,7567,9088,11450,6277,8740,11840,14738,5625,8750,12375,16100,4800,7425,10450,13650,0,13,183.4765925
useit,224,331,440,500,235,463,706,968,474,708,1031,1428,6230,13585,17635,23412,6103,12038,18233,26286,11850,17700,25775,35700,9350,14175,20275,27700,0,46,207.18193325
useme,213,343,603,726,197,342,631,718,588,841,1061,1235,6573,12938,22868,26199,5627,9327,16747,18922,14700,21025,26525,30875,11675,16375,19900,23025,0,53,229.252608
usuck,196,383,467,591,185,362,439,570,507,754,866,959,5325,16083,21820,25543,5012,9398,12796,15684,12675,18850,21650,23975,10025,15050,17000,18450,0,40,188.992545144
valerie,205,329,503,706,215,292,496,623,564,874,1218,1438,5296,10067,16273,22398,5777,7696,13216,16433,14100,21850,30450,35950,10925,17075,23250,26950,0,42,235.856732
vasoline,451,485,667,688,299,553,584,620,534,826,1057,1220,11572,15271,22867,23711,7484,13834,14630,15530,13400,20750,26550,30650,11125,17225,21225,24850,0,26,178.133037
vengeanceismine,182,306,501,1054,185,324,474,642,719,953,1214,1397,5525,8631,14775,29079,5321,8886,13083,17720,17975,23825,30350,34925,14325,18925,23300,26425,0,39,270.2657555
visions,252,461,1065,1335,248,528,1004,1237,748,975,1464,2241,6429,12204,27652,34403,6263,13296,25223,31050,18700,24375,36600,56025,14575,19100,28550,42700,0,38,176.951609
vitalsigns,276,380,507,522,288,457,815,830,626,865,1444,2051,8460,19795,27247,29561,8451,12676,22031,24071,15650,21625,36100,51275,12250,16875,27975,38875,0,47,279.235686
vivalagloria,191,289,456,611,192,296,435,586,480,638,905,1345,5414,15644,25191,32235,5328,8078,12408,16195,12000,15950,22625,33625,9400,12700,17250,25050,0,44,210.612490585
volcano,200,338,677,972,182,373,483,503,374,621,930,1452,5012,13209,24903,32555,4574,9370,12141,12743,9350,15525,23250,36300,6750,11625,17700,27950,22,41,208.572435
wakeupcall,135,221,411,565,116,152,190,208,427,703,854,1141,3447,7056,13163,17349,3728,4616,5747,6352,10675,17575,21350,28525,8400,14350,16950,22400,0,58,181.600282875
wakeupdead,318,511,831,1193,394,534,815,1048,611,995,1567,2119,8959,14782,24691,36878,9940,13704,21155,27046,15275,24875,39175,52975,12325,19775,30550,40775,238,17,220.941272
wakingthedemon,259,457,844,1644,246,439,802,1357,608,902,1500,2029,6997,12256,22624,42634,6702,11527,20782,34702,15200,22550,37500,50725,11825,17950,29650,39025,0,44,249.327624
walkingafteryou,269,520,671,878,241,334,388,458,469,652,957,1130,6762,13037,22264,28749,6069,11198,13323,15073,11725,16300,23925,28250,9300,12900,18600,21825,0,46,282.868020317
walkingonsunshine,348,422,680,945,401,496,813,940,677,1197,1595,1802,9468,21861,33261,42611,10025,12400,20604,23779,16925,29925,39875,45050,13350,24100,31225,34925,8,49,233.8461675
walklikeanegyptian,191,216,396,506,277,412,592,662,487,723,911,1192,6584,8885,14251,21278,7981,11380,16594,21474,12175,18075,22775,29800,9775,14300,18150,24350,96,46,206.897101
wanteddeadoralive,290,446,558,849,161,191,234,238,516,716,961,1114,8287,13691,20090,28194,6313,7241,8313,8409,12900,17900,24025,27850,11075,15400,19775,23375,0,31,300.3873505
warmerthanhell,198,300,350,434,221,362,466,559,481,747,1085,1330,6179,12755,15600,21456,6164,9908,12574,15763,12050,18750,27225,33400,9925,15675,22000,25550,0,37,227.290656
warpigs,537,672,922,1079,685,752,1061,1222,1289,1677,2270,2606,15738,20519,32172,36683,18089,19769,27744,31755,32275,41975,56800,66400,29050,38150,50725,58775,180,24,477.991191
warriorsoftime,295,566,1005,1679,254,453,761,1251,713,1139,1634,2149,8263,15197,28847,48316,7298,12448,20156,33905,17850,28525,40900,53800,14575,22950,31975,40750,0,38,297.001292567
warzone,246,343,615,790,218,302,540,616,554,886,1177,1564,6547,9367,17680,22792,5450,8089,14056,16012,13850,22150,29425,39100,10875,17375,22400,29700,49,32,230.122234
wastedagain,214,359,567,666,241,443,784,897,489,743,1226,1552,6868,14576,24791,27970,6409,11459,20391,23216,12225,18575,30650,38800,9175,13925,23150,29175,33,47,189.4286535
wastedyears,299,511,1146,1538,307,602,1084,1227,845,1243,1930,2573,9668,15133,41226,52788,9043,16418,29056,32622,21125,31075,48250,64325,17300,25600,39100,51825,37,48,308.453758
waveofmutilation,162,191,259,273,226,226,444,485,376,583,763,898,5646,10179,15971,16868,6106,6142,11610,12635,9400,14575,19075,22450,7525,11950,15300,17800,0,15,127.29602325
weaponofchoice,269,399,590,834,162,291,487,580,492,746,1250,1408,6725,15150,22912,32561,4050,7275,12187,14674,12300,18650,31250,35200,9475,14375,23875,26500,0,38,172.566486
wearethechampions,125,164,223,274,125,163,199,224,363,460,556,624,3480,6808,8479,10388,4082,5479,6457,7080,9075,11500,13900,15600,7450,9375,11400,12800,0,38,183.5222435
wearetheroadcrew,190,318,604,909,178,333,704,830,495,704,1114,1321,4882,9080,18655,27480,4544,8479,17898,36943,12375,17600,27850,33025,10025,14475,23000,26725,33,30,164.1439265
wecarealot,337,480,637,695,393,513,714,741,457,568,728,857,9100,13727,18836,21941,10459,13460,18522,19218,11425,14200,18200,21425,9900,12300,15425,18225,0,41,246.349474
wedieyoung,189,223,401,610,175,264,494,606,389,572,692,790,5322,11049,17542,23976,4375,6600,12485,15285,9725,14300,17300,19750,7525,11325,13200,14800,0,23,154.806337438
wegotthebeat,172,274,479,482,156,310,506,506,428,642,964,1195,4696,9314,15643,16308,3924,7774,12674,13682,10700,16050,24100,29875,8450,12700,18325,22550,24,30,154.653471969
weightoftheworld,164,243,417,546,150,250,403,577,541,817,1205,1533,4640,11403,18601,25970,4086,6700,10579,15362,13525,20425,30125,38325,10450,15925,23000,28675,0,33,217.714068
welcomehome,532,874,1079,1208,468,1183,1310,1343,986,1521,1805,2064,14247,24822,38779,46197,12063,29974,33798,34625,24725,38175,45325,51800,21375,33200,38575,44400,0,60,394.307633333
welcometothe,126,234,505,743,115,236,474,725,540,712,878,1349,3171,10517,22070,34799,2875,5900,11850,19685,13500,17800,21950,33725,10075,13600,16575,25575,24,26,140.1871175
wellthoughtouttwinkles,218,407,819,1063,282,438,862,1026,774,1307,1655,1987,6014,16706,32416,39123,7050,10950,21676,26832,19350,32675,41375,49675,15550,25800,31625,37100,36,34,253.007064
wewillrockyou1,196,211,228,259,246,246,246,246,246,410,492,656,5153,6343,8554,9718,6150,6150,6850,6850,6150,10250,12300,16400,4650,7750,9300,12400,25,21,126.372206
whatahorriblenight,506,740,1006,1657,516,748,1096,1618,778,1164,1958,3346,12944,19288,29039,48145,13092,18892,27613,41968,19450,29100,48950,83650,14950,22525,37700,63975,0,48,230.380488
whatsitfeellike,248,412,664,862,216,407,643,827,628,870,1372,1659,6567,13394,22722,31612,5850,11110,17267,22062,15700,21750,34300,41475,12550,17450,26900,32375,0,31,228.837654958
whatsmyageagain,188,298,404,631,183,279,445,556,361,527,815,990,5011,10501,15050,22445,4892,7809,12034,15569,9025,13175,20375,24750,7550,11050,16450,19450,16,36,147.963061896
wheels,281,491,652,779,343,499,585,690,629,1025,1208,1328,8077,19063,26108,29383,10119,14022,16187,18812,15725,25625,30200,33200,11525,18825,22575,24725,29,56,273.67566
whenyouwereyoung,281,481,545,558,369,717,781,788,604,890,1158,1463,8631,18179,22646,23399,9597,18309,19927,20102,15100,22250,28950,36575,11425,17000,21700,26600,0,34,219.53629775
wheredyougo,238,391,732,781,223,299,462,491,518,752,1213,1398,6178,16542,25488,28996,6043,8195,12552,14603,12950,18800,30325,34950,9775,14125,22600,25850,0,46,193.0915215
wheresgary,236,416,556,665,226,423,570,630,651,854,1435,1803,6170,17756,25372,27902,5962,10887,15441,16932,16275,21350,35875,45075,13775,17475,28950,34800,27,44,194.466034
whiterabbit,187,213,342,431,209,310,367,502,377,448,676,1076,4945,10140,14513,19784,5321,7846,9824,13199,9425,11200,16900,26900,7200,8575,13100,20700,0,24,153.762853
whiteunicorn,289,373,533,941,248,424,603,842,693,1023,1359,1766,8083,20957,30734,48545,6794,11650,16752,26482,17325,25575,33975,44150,13200,19600,25475,32225,48,35,303.2054865
whitewedding,208,320,470,521,153,594,1097,1177,743,1133,1727,2095,7455,15629,23176,24973,4002,15060,27659,29737,18575,28325,43175,52375,14925,23050,34550,40925,32,35,255.44326
whoareyou,238,365,549,851,254,356,429,560,619,917,1479,1977,6430,15918,21869,31831,6707,9515,11490,14790,15475,22925,36975,49425,12075,17550,28050,36775,10,48,307.872101
whoknew,235,375,607,780,194,386,578,778,570,770,1329,1406,6037,16098,26635,34984,4934,9740,14543,19543,14250,19250,33225,35150,11500,15400,26325,27725,0,47,209.3812755
wholelottarosie_live,338,492,751,1250,343,579,1016,1337,705,1102,1426,2064,9734,17623,26323,39604,8671,14571,26450,34499,17650,27600,35725,51675,13250,20750,27425,38875,0,49,269.375252
whosgoinghome,223,360,657,857,173,343,586,638,422,633,898,1119,6079,13694,24702,29782,4645,8901,15630,16936,10550,15825,22450,27975,8025,12150,17550,21300,28,46,207.456576
whosyourdaddy,202,306,473,757,225,328,412,543,739,1160,1400,1486,6860,9542,18915,29274,5893,9710,11846,15482,18475,29000,35000,37150,14725,22825,27075,28475,49,32,256.634608
whydoyouloveme,443,466,586,682,498,580,875,883,716,927,1362,1792,11996,19085,26945,31178,12828,14920,22481,23062,17900,23175,34050,44800,14250,18350,26175,34275,0,51,235.5
whygo,231,358,625,966,224,363,617,800,471,779,1090,1385,6344,10498,19163,28632,6001,9493,15941,21455,11775,19475,27250,34625,9450,15675,21000,26475,0,35,204.1369295
wilsonlive,154,257,362,530,161,252,362,461,480,713,1109,1421,4378,10637,15132,19254,4883,7158,10313,13002,12000,17825,27725,35525,9850,14675,22450,28750,0,27,270.931366567
windmeup,166,266,444,510,158,241,496,513,578,922,1083,1190,4954,10790,17420,19450,4412,6505,12991,13431,14450,23050,27075,29750,11850,19075,21450,22650,0,50,215.31684
windup,155,256,493,614,147,247,434,496,371,508,759,962,4157,9252,17283,25887,3675,6175,11066,12589,9275,12700,18975,24050,7525,10300,14950,18200,0,32,153.961511
witchhunt,251,333,528,662,157,185,239,365,450,731,943,1246,6899,12523,25824,32627,4808,5792,8900,12051,11250,18275,23575,31150,8900,14450,18425,24000,0,27,281.44005
withoutyou,201,296,482,500,123,128,182,213,412,649,791,876,6390,9053,16190,17700,5023,5417,6976,7682,10300,16225,19775,21900,8925,13750,16700,18075,29,49,268.643892
wolflikeme,173,409,801,1568,172,325,617,1133,725,1003,1787,2359,5450,11344,31288,64863,5346,9176,16728,29628,18125,25075,44675,58975,14100,19425,34500,45425,0,60,274.551973
woman,182,329,542,692,192,359,590,740,432,642,914,1120,5414,13876,21538,27287,5044,9561,16173,20409,10800,16050,22850,28000,9100,13975,19125,23050,0,30,172.5201025
wonderwall,443,544,970,1053,279,419,552,559,587,888,1104,1335,11277,25139,44364,48689,7233,10777,14106,14281,14675,22200,27600,33375,11475,17725,21150,24975,31,36,261.972024
wontgetfooled,393,499,844,988,411,784,1254,1301,1310,1942,2623,3372,16507,21138,37083,45609,11295,21855,34480,35613,32750,48550,65575,84300,26350,39125,51975,65275,253,49,526.407485
wontgetfooled_short,387,495,843,972,411,784,1254,1301,1199,1882,2623,3368,15566,20390,36544,44654,11295,21855,34480,35613,29975,47050,65575,84200,24100,37950,51950,65175,253,49,453.608085
wordforward,246,445,733,869,184,344,593,666,479,711,1144,1497,6933,15964,26458,30830,5320,9446,15770,17595,11975,17775,28600,37425,9775,14500,23450,30300,0,45,227.385713931
wordup,158,237,320,431,163,211,301,378,383,697,829,978,4988,9966,14660,17583,4687,5947,8266,10527,9575,17425,20725,24450,7200,13200,15425,18100,0,33,165.8161408
workingman,623,777,1099,1451,651,797,1305,1431,1156,1600,2327,2824,17294,21834,36608,47255,16818,20552,34297,37954,28950,40050,58225,70650,23325,32550,47200,56500,203,34,433.922862363
workingman2,593,814,1215,1563,599,762,1353,1568,1131,1588,2458,2995,16009,23158,40389,50715,15677,20115,34719,41658,28325,39750,61500,74925,22150,31550,48000,57825,213,34,434.46687585
worldturning,302,457,699,954,233,351,679,835,621,1039,1141,1815,7757,12055,18888,25817,5825,8775,16975,23675,15525,25975,28525,45375,11775,19800,21725,34700,60,22,249.616033
would,194,283,468,543,341,620,936,1073,544,868,1089,1459,6649,12977,21467,28617,8633,16383,24983,28571,13600,21700,27225,36475,10575,16925,21175,27550,0,34,210.346984092
yomp,180,209,266,299,217,269,372,372,501,702,960,1146,7478,8651,10604,11910,7425,9544,12798,13151,12525,17550,24000,28650,9550,13400,18150,20875,30,32,209.342968
yougiveloveabadname,175,240,432,533,202,319,464,572,475,813,950,1068,5113,9500,15724,19761,5266,8329,12722,15845,11875,20325,23750,26700,9200,16150,18350,20500,0,40,220.052804
yougotanotherthingcoming,363,386,758,803,626,631,1221,1221,825,1256,1941,2332,12087,20895,28485,33249,16004,16147,31185,31185,20625,31400,48525,58300,15625,24125,36900,44025,48,51,305.607416
yougotit,342,494,643,704,222,321,404,475,695,1066,1209,1325,8625,21995,27278,37213,6618,9051,11531,14242,17375,26650,30225,33125,14025,21425,24100,26175,0,40,212.347082
young,170,299,488,589,144,240,398,447,373,526,867,1294,4490,10665,17897,20852,3600,6000,10166,11511,9325,13150,21675,32350,7425,10450,16650,24450,0,48,200.82013575
youngerbums,196,334,572,708,200,354,466,614,452,636,998,1247,5137,12400,19994,26353,5162,9162,13402,17150,11300,15900,24950,31175,8850,12425,19375,23775,0,30,181.1192
youngmanblues,233,397,633,966,269,456,745,1031,861,1121,1530,2411,7498,15448,27803,37493,6725,12303,19687,28794,21575,28075,38325,60375,16825,21825,29200,45075,347,32,302.252034312
yououghtaknow1,174,299,467,562,167,422,638,803,742,1190,1436,1678,5490,12411,17244,20701,4175,10550,15975,20110,18550,29750,35900,41950,16100,25875,30950,36250,0,61,252.110477
yourdecision,232,325,470,656,206,298,377,455,405,595,734,852,6877,12741,18504,23409,7349,9814,12866,14792,10125,14875,18350,21300,7925,11725,14300,16675,0,29,280.92522611
